Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BRA,96-300,Wręcza,Nowy Świat,26,L-1100P,1,150101_200201,co tydzień środa,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BHB,,Wólka Kosowska,Wesoła,25,UP-5.P,1,150101_200201,1 i 3 środa,Opakowania z papieru i tektury,200201,0.27,UP-5.P,1350.0,UP-5,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BRC,05-825,Książenice,Marylskiego,16,L-1100P,1,150101_200201,co tydzień środa,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BRA,96-320 ,Mszczonów,Keramzytowa,20,L-120B,1,150101_200201,1 i 3 środa,Odpady ulegające biodegradacji,"200108, 200301",0.45,L-120B,54.0,L-120,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BHB,05-552,Mroków,M. Świątkiewicz,27,UP-7P,1,150101_200201,1 i 3 środa,Opakowania z papieru i tektury,200201,0.27,UP-7P,1890.0000000000002,UP-7,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BRA,96-320,Mszczonów,Tarczyńska,20,L-1100P,1,150101_200201,3 środa,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,3 środa,1 raz w miesiącu,3,Sr,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BWA,02-676,Warszawa,Suwak,12,L-1100P,1,150101_200201,poniedziałek środa,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,poniedziałek środa,2 razy w tygodniu,"1, 2, 3, 4","Pn, Sr",0,0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BHC,96-321,Żelechów,Juliusza Kossaka,31,L-240P,1,150101_200201,3 środa,Opakowania z papieru i tektury,200201,0.27,L-240P,64.80000000000001,L-240,3 środa,1 raz w miesiącu,3,Sr,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BWB,01-891,Warszawa,Staffa,7,L-240B,1,150101_200201,co tydzień środa,Odpady ulegające biodegradacji,"200108, 200301",0.45,L-240B,108.0,L-240,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BWB,05-552,Łazy,Wąska,10,L-120P,1,150101_200201,1 i 3 środa,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BRC,96-321,Wycinki Osowskie,Międzynarodowa,7,L-120P,1,150101_200201,3 środa,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,3 środa,1 raz w miesiącu,3,Sr,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
BWC,05-552,Łazy,Wiejska,11,L-1100P,1,150101_200201,1 i 3 środa,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150101_200201
