Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BRC,96-300,Żyrardów,Stanisława Moniuszki,33,L-1100T,1,150102_150106_150104_200139,1 poniedziałek,Zmieszane odpady opakowaniowe,"150102, 150104, 200139",0.225,L-1100T,247.5,L-1100,1 poniedziałek,1 raz w miesiącu,1,Pn,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BRA,05-822,Milanówek,Królewska,27,L-1100T,1,150102_150106_150104_200139,co tydzień poniedziałek,Opakowania z tworzyw sztucznych,"150106, 150104, 200139",0.225,L-1100T,247.5,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BRA,96-314,Baranów,Południowa,14,L-1100T,1,150102_150106_150104_200139,poniedziałek czwartek,Opakowania z tworzyw sztucznych,"150106, 150104, 200139",0.225,L-1100T,247.5,L-1100,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0,0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BHB,05-830,Rusiec,Al.Katowicka,32,UP-5.T,1,150102_150106_150104_200139,1 i 3 poniedziałek,Opakowania z tworzyw sztucznych,"150106, 150104, 200139",0.225,UP-5.T,1125.0,UP-5,1 i 3 poniedziałek,2 razy w miesiącu,"1, 3",Pn,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BRA,05-825,Grodzisk Mazowiecki,Graniczna,11,UP-7T,1,150102_150106_150104_200139,poniedziałek czwartek,Opakowania z tworzyw sztucznych,"150106, 150104, 200139",0.225,UP-7T,1575.0,UP-7,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0,0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BRB,05-850,Bronisze,Piastowska,23,L-1100T,1,150102_150106_150104_200139,co tydzień poniedziałek,Opakowania z tworzyw sztucznych,"150106, 150104, 200139",0.225,L-1100T,247.5,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BRA,96-300,Żyrardów,Skrowaczewskiego,20,L-1100T,1,150102_150106_150104_200139,co tydzień poniedziałek,Opakowania z tworzyw sztucznych,"150106, 150104, 200139",0.225,L-1100T,247.5,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BHC,05-807,Podkowa Leśna,Jodłowa,21,L-240T,1,150102_150106_150104_200139,co tydzień poniedziałek,Opakowania z tworzyw sztucznych,"150106, 150104, 200139",0.225,L-240T,54.0,L-240,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BHC,05-806 ,Komorów,Jana Zamoyskiego,29,L-120T,1,150102_150106_150104_200139,1 i 3 poniedziałek,Opakowania z tworzyw sztucznych,"150106, 150104, 200139",0.225,L-120T,27.0,L-120,1 i 3 poniedziałek,2 razy w miesiącu,"1, 3",Pn,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
BHC,05-830,Nadarzyn,Żółwińska,32,L-1100T,1,150102_150106_150104_200139,co tydzień poniedziałek,Zmieszane odpady opakowaniowe,"150102, 150104, 200139",0.225,L-1100T,247.5,L-1100,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1Pn,1Pn_B_150102_150106_150104_200139
