Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BHB,05-830,Nadarzyn,Pl. Poniatowskiego,26,L-120B,1,150101_200201,co tydzień piątek,Odpady ulegające biodegradacji,"200108, 200301",0.45,L-120B,54.0,L-120,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BWB,05-500 ,Piaseczno,Geodetów,26,L-1100P,1,150101_200201,4 piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,4 piątek,1 raz w miesiącu,4,Pt,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BRA,05-825,Odrano-Wola,Osowiecka,32,L-1100P,1,150101_200201,2 i 4 piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BWA,02-777,Warszawa,Al. Ken,12,L-1100P,1,150101_200201,co tydzień piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BRB,96-313,Jaktorów,Chełmońskiego,6,L-1100P,1,150101_200201,2 i 4 piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BHC,05-830,Nadarzyn,Pl.Poniatowskiego,15,L-1100P,1,150101_200201,2 i 4 piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BRC,96-300,Żyrardów,Lniarska,5,L-120P,1,150101_200201,2 i 4 piątek,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BRC,05-505,Błonie,Bieniewicka,14,UP-7P,1,150101_200201,2 i 4 piątek,Opakowania z papieru i tektury,200201,0.27,UP-7P,1890.0000000000002,UP-7,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BWC,,Piaseczno,Młynarska,24,L-120P,1,150101_200201,co tydzień piątek,Opakowania z papieru i tektury,200201,0.27,L-120P,32.400000000000006,L-120,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
BRB,96-313,Chylice-Kolonia,3 Maja,24,L-1100P,1,150101_200201,co tydzień piątek,Opakowania z papieru i tektury,200201,0.27,L-1100P,297.0,L-1100,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201
