Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BRB,05-825,Kozerki,Gen. Orlicz-Dreszera,19,L-1100K,1,200108_200201_200301,co tydzień czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3Cz,3Cz_B_200108_200201_200301
BWB,02-945,Warszawa,Posag 7 Panien,18,L-1100K,1,200108_200201_200301,co tydzień czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3Cz,3Cz_B_200108_200201_200301
BWA,02-384,Warszawa,Włodarzewska,27,L-1100K,1,200108_200201_200301,poniedziałek czwartek sobota,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek czwartek sobota,3 razy w tygodniu,"1, 2, 3, 4","Pn, Cz, So",0,0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3Cz,3Cz_B_200108_200201_200301
BRA,05-825,Janinów,Norweska,17,L-1100K,1,200108_200201_200301,poniedziałek czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0,0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3Cz,3Cz_B_200108_200201_200301
BWA,02-497,Warszawa,AL.Jerozolimskie,8,L-1100K,1,200108_200201_200301,poniedziałek wtorek środa czwartek piątek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,poniedziałek wtorek środa czwartek piątek,5 razy w tygodniu,"1, 2, 3, 4","Pn, Wt, Sr, Cz, Pt",0,0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3Cz,3Cz_B_200108_200201_200301
BWC,02-634,Warszawa,Racławicka,18,L-240K,1,200108_200201_200301,poniedziałek czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0,0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3Cz,3Cz_B_200108_200201_200301
BRC,05-827,Grodzisk Mazowiecki,Bairda,17,L-240K,1,200108_200201_200301,1 i 3 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,1 i 3 czwartek,2 razy w miesiącu,"1, 3",Cz,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Cz,3Cz_B_200108_200201_200301
BRC,05-825,Grodzisk Mazowiecki,Traugutta,32,L-240K,1,200108_200201_200301,1 i 3 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,1 i 3 czwartek,2 razy w miesiącu,"1, 3",Cz,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Cz,3Cz_B_200108_200201_200301
BHB,05-800,Pruszków,Topolowa,5,L-1100K,1,200108_200201_200301,co tydzień czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3Cz,3Cz_B_200108_200201_200301
BRB,05-825,Janinów,Radziejowicka,23,L-1100K,1,200108_200201_200301,1 i 3 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,1 i 3 czwartek,2 razy w miesiącu,"1, 3",Cz,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Cz,3Cz_B_200108_200201_200301
