full address,latitude,longitude,Pojemnosc,Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Ilość poj.,Kod odpadu,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups,route
"Zawodzie 18, 02-981 Warszawa",52.183426,21.085442,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Poland, 05-840, Koszajec, Św. Józefa, 11",52.168697,20.748554,495.0,BHB,05-840,Koszajec,Św. Józefa,11.0,1.0,200108_200201_200301,wtorek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Wt, Cz",0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_200108_200201_200301,1
"Poland, 02-634, Warszawa, Racławicka, 18",52.196762,20.992538,108.0,BWC,02-634,Warszawa,Racławicka,18.0,1.0,200108_200201_200301,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_200108_200201_200301,1
"Poland, 02-025, Warszawa, Plac Zawiszy, 5",52.22479,20.988697,54.0,BWA,02-025,Warszawa,Plac Zawiszy,5.0,2.0,200108_200201_200301, P - - C - - - 1 2 3 4 5 O,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_200108_200201_200301,1
"Poland, 00-844, Warszawa, Grzybowska, 10",52.2378,21.000332,495.0,BWA,00-844,Warszawa,Grzybowska,10.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_200108_200201_200301,1
"Poland, 02-384, Warszawa, Włodarzewska, 27",52.20206,20.956127,495.0,BWA,02-384,Warszawa,Włodarzewska,27.0,1.0,200108_200201_200301,poniedziałek czwartek sobota,3 razy w tygodniu,"1, 2, 3, 4","Pn, Cz, So",0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2Cz,2Cz_B_200108_200201_200301,1
"Poland, 05-825, Kałęczyn, Okopowa, 32",52.08409,20.61693,495.0,BRC,05-825,Kałęczyn,Okopowa,32.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_200108_200201_200301,1
"Poland, 05-825, Grodzisk Mazowiecki, Gen. Orlicz Dreszera, 33",52.09284,20.58528,495.0,BRA,05-825,Grodzisk Mazowiecki,Gen. Orlicz Dreszera,33.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_200108_200201_200301,1
"Poland, 05-825, Grodzisk Mazowiecki, Langiewicza, 29",52.11129,20.619102,495.0,BRC,05-825,Grodzisk Mazowiecki,Langiewicza,29.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_200108_200201_200301,1
"Poland, 05-825, Grodzisk Mazowiecki, Montwiłła, 6",52.09341,20.62476,108.0,BRC,05-825,Grodzisk Mazowiecki,Montwiłła,6.0,1.0,200108_200201_200301,2 czwartek,1 raz w miesiącu,2,Cz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2Cz,2Cz_B_200108_200201_200301,1
