full address,latitude,longitude,Pojemnosc,Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Ilość poj.,Kod odpadu,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups,route
"Zawodzie 18, 02-981 Warszawa",52.18342590332031,21.08544158935547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Poland, 05-500, Chylice, Sielska, 15",52.07183837890625,21.056615829467773,54.0,BWC,05-500,Chylice,Sielska,15.0,1.0,150102_150106_150104_200139,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
"Poland, 05-500 , Piaseczno, Chyliczkowska, 30",52.07610321044922,21.03882598876953,27.0,BWC,05-500 ,Piaseczno,Chyliczkowska,30.0,1.0,150102_150106_150104_200139,3 środa,1 raz w miesiącu,3,Sr,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
"Poland, 05-500 , Piaseczno, Techniczna, 19",52.079463958740234,21.037477493286133,54.0,BWB,05-500 ,Piaseczno,Techniczna,19.0,1.0,150102_150106_150104_200139,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
"Poland, 05-500, Józefosław, Wilanowska, 8",52.09782028198242,21.042936325073242,247.5,BWB,05-500,Józefosław,Wilanowska,8.0,1.0,150102_150106_150104_200139,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
"Poland, 05-500 , Piaseczno, Energetyczna, 13",52.09185791015625,21.034502029418945,27.0,BWC,05-500 ,Piaseczno,Energetyczna,13.0,1.0,150102_150106_150104_200139,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
"Poland, 05-500 , Piaseczno, Okulickiego, 33",52.081687927246094,21.015323638916016,54.0,BWC,05-500 ,Piaseczno,Okulickiego,33.0,1.0,150102_150106_150104_200139,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
"Poland, 05-500, Stara Iwiczna, Nowa, 30",52.085205078125,20.994739532470703,1575.0,BRA,05-500,Stara Iwiczna,Nowa,30.0,1.0,150102_150106_150104_200139,poniedziałek środa,2 razy w tygodniu,"1, 2, 3, 4","Pn, Sr",0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
"Poland, 05-506, Wilcza Góra, Gwiaździsta, 6",52.070030212402344,20.949111938476562,247.5,BWC,05-506,Wilcza Góra,Gwiaździsta,6.0,1.0,150102_150106_150104_200139,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
"Poland, 05-503, Robercin, Podskarbińska, 10",52.05963134765625,20.927656173706055,27.0,BWC,05-503,Robercin,Podskarbińska,10.0,1.0,150102_150106_150104_200139,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150102_150106_150104_200139,1
